x,y,z1,z2
0.950347,0.490227,-0.776767,-0.619857
0.020584,0.31664,0.452881,-0.025764
0.749889,0.30634,1.91069,1.178709
0.912459,0.247837,-0.087346,0.006791
0.306706,0.370489,-1.890774,-0.975752
0.605051,0.357839,-0.783193,-0.992206
0.683833,0.022889,-1.198675,-0.824188
0.530297,0.200229,-0.164054,-0.724775
0.666041,0.009094,0.361012,0.421292
0.269703,0.308263,-0.333773,-1.629169
0.710704,0.003922,-0.12364,0.065733
0.798611,0.427375,0.057745,0.152125
0.311208,0.049729,0.800576,0.926277
0.457984,0.057633,1.191785,2.026207
0.688029,0.286503,0.548898,1.344143
0.52781,0.200885,-0.134297,-0.621784
0.717876,0.203555,2.012209,2.241966
0.338415,0.439734,1.121296,0.619108
0.721202,0.112596,0.141379,-0.385095
0.992248,0.353948,0.860852,0.908071
0.594293,0.418402,0.900235,0.326459
0.729488,0.198215,1.974413,1.648791
0.916213,0.256748,0.628463,0.307294
0.797192,0.128588,0.391,-0.132881
0.262867,0.363195,-0.653584,-1.547057
0.733654,0.27303,1.852617,1.803952
0.48365,0.284352,-0.630893,-1.277093
0.064256,0.229511,0.262969,-0.276104
0.89485,0.06125,0.096258,0.033394
0.887144,0.039033,0.600773,-0.038353
0.256962,0.122362,0.337739,0.444026
0.311574,0.447456,1.139755,0.558569
0.852964,0.216556,-0.163103,0.000745
0.276905,0.08893,0.728629,1.615233
0.26302,0.014588,0.420026,0.468933
0.183536,0.379721,0.574237,-0.461141
0.525826,0.173114,-0.045763,-0.277586
0.824857,0.248264,-0.137705,0.223341
0.075044,0.00206,-1.840885,-2.748353
0.546136,0.138476,1.506772,1.92939
0.474495,0.498787,1.265922,1.868975
0.698741,0.251911,1.785452,2.27243
0.541375,0.073274,1.228403,1.253029
0.50367,0.13753,0.783972,1.512538
0.803738,0.115251,0.452108,0.0372
0.311315,0.087358,1.516561,1.658964
0.842847,0.209552,0.439821,-0.159675
0.150607,0.496773,-0.303829,-0.270927
0.483452,0.459892,-0.207048,0.348656
0.775036,0.20882,1.060352,0.426235
0.474968,0.281376,-0.916162,-1.501759
0.628519,0.405753,0.279939,0.179499
0.379507,0.25716,-1.331678,-1.373578
0.077195,0.19649,-0.081818,-0.166353
0.528771,0.004654,0.95607,0.771148
0.203586,0.246525,-0.27913,-0.527821
0.808682,0.29836,1.643527,1.026236
0.436591,0.283391,-0.639253,-1.602584
0.501122,0.386786,-0.405289,-0.838021
0.44535,0.376959,-0.084817,-0.082335
0.591852,0.487098,0.795707,1.373703
0.591089,0.116228,0.700225,1.171983
0.986389,0.039246,-0.605099,0.771914
0.864683,0.014572,0.910008,0.040016
0.864744,0.340017,0.991063,0.88414
0.721538,0.387106,1.265099,1.2071
0.67866,0.403082,-0.366675,-0.125337
0.738872,0.188281,1.456684,1.134226
0.203433,0.143709,0.711307,0.03269
0.984817,0.302464,-0.105436,-0.001557
0.003922,0.43418,-0.954476,-0.031871
0.571984,0.371344,-0.649138,-1.253684
0.434043,0.259358,-0.859221,-1.674483
0.726223,0.478676,-0.931747,-1.339211
0.929397,0.423239,2.147639,1.236568
0.810086,0.123796,2.213069,1.028541
0.200458,0.327657,-1.638591,-2.976451
0.169116,0.392538,0.969114,0.41663
0.799908,0.418051,-0.194939,0.34166
0.368521,0.279011,-1.371143,-2.198437
0.165408,0.43592,-0.850838,0.019975
0.240894,0.282155,-0.041056,-1.150302
0.289601,0.125368,-0.963859,-0.332572
0.83537,0.040055,-0.510446,-0.304998
0.821714,0.485451,-0.275831,-0.936591
0.098497,0.466194,-0.293298,0.048877
0.921523,0.30396,-0.596944,0.145891
0.651225,0.480858,0.153871,0.056039
0.02443,0.207309,-0.106845,0.418062
0.807202,0.058747,-0.432017,-0.233135
0.578058,0.149432,0.524445,0.920101
0.433387,0.108598,2.038381,2.871304
0.617273,0.292744,-1.963363,-1.873265
0.651865,0.27628,0.951829,0.636619
0.039734,0.374075,-0.664794,-0.839303
0.618845,0.37113,0.695754,-0.30594
0.49427,0.416968,-1.020409,-1.217775
0.929641,0.405524,0.590566,0.735718
0.618814,0.436408,-0.083254,-0.083568
0.443046,0.065232,2.05118,2.218238
0.330892,0.004089,-0.566756,0.059606
0.897459,0.335744,0.826103,0.590971
0.062318,0.427649,-1.977107,-0.915895
0.156725,0.023636,-1.082747,-1.592253
0.401556,0.484489,0.038306,-0.351963
0.910369,0.201465,-0.931685,-1.06969
0.469123,0.064897,2.157477,2.154329
0.212634,0.275822,1.765455,0.100391
0.806561,0.480339,-0.589335,-0.614011
0.424842,0.406149,0.661609,0.038854
0.936263,0.256489,0.114379,-0.088048
0.841123,0.467231,-0.474497,-1.035362
0.947814,0.120638,0.632547,0.43277
0.660014,0.421714,0.838985,-0.139658
0.364263,0.078492,-0.21546,0.87197
0.201038,0.377661,-0.525533,-1.352676
0.929976,0.134615,1.165191,0.728358
0.257267,0.316243,-0.771037,-1.990111
0.920012,0.161425,0.697787,0.187914
0.400992,0.119448,2.134795,2.307455
0.841138,0.367773,0.006826,0.277841
0.194766,0.009979,-0.925875,-1.005348
0.540902,0.220447,-1.378744,-1.230459
0.830121,0.083986,1.322364,0.951107
0.775662,0.158724,0.8534,-0.410505
0.541161,0.175265,-0.375711,-0.482407
0.787167,0.443061,-0.920768,-0.844946
0.305028,0.215717,-0.822809,-1.505655
0.011276,0.204379,0.714433,0.769962
0.342687,0.348028,-0.740673,-0.388329
0.900816,0.089143,-0.648364,-0.181038
0.30013,0.117601,-0.47642,0.207563
0.717708,0.146059,-1.52917,-0.537979
0.530922,0.108034,1.107453,1.780661
0.140352,0.317494,-0.617598,-0.618689
0.276204,0.277012,0.475253,-1.468921
0.652201,0.119387,0.401732,0.532253
0.115404,0.018082,-0.53568,-1.514684
0.155428,0.064332,-0.422066,-1.173335
0.955428,0.395346,0.757555,0.750697
0.142626,0.28127,0.852021,0.208438
0.570016,0.161776,-0.675645,0.06934
0.462196,0.007401,2.289664,2.469
0.511879,0.289601,-0.40826,-0.981752
0.477913,0.376898,0.885374,0.412432
0.161471,0.175143,0.099322,-0.934189
0.895415,0.136706,1.40609,1.039161
0.937438,0.373785,-0.38723,0.417703
0.614191,0.471183,-0.130423,0.215214
0.206134,0.115526,-0.21907,0.143961
0.402167,0.348836,0.042584,-0.410953
0.711788,0.295216,-0.472246,0.588776
0.029938,0.172869,1.025286,0.265455
0.747005,0.493843,-0.456219,-1.18029
0.378027,0.280186,-0.527666,-1.809646
0.791073,0.240314,-1.011778,-0.345405
0.67129,0.237919,1.531145,2.039513
0.639536,0.06157,0.168643,0.215453
0.420722,0.121324,1.927428,2.747415
0.185107,0.429603,-1.185852,-0.644638
0.720638,0.320027,-0.15532,-0.111737
0.140612,0.254856,0.948185,0.721806
0.548272,0.284886,0.211016,-0.245742
0.578134,0.266835,1.229665,-0.03959
0.750118,0.049241,0.935805,0.568345
0.735393,0.225101,2.204879,2.393768
0.393744,0.141039,-0.322166,0.085681
0.213977,0.004089,-1.917375,-0.818256
0.850492,0.26743,0.988206,0.876024
0.461341,0.452949,-1.213944,-0.818444
0.762875,0.196078,0.378715,0.099554
0.622538,0.256764,-1.037648,-1.034192
0.449012,0.133593,-0.639988,0.629196
0.216876,0.243687,-1.338148,-0.739355
0.704204,0.394995,0.951783,1.038345
0.406561,0.21915,-0.670801,-1.163168
0.134997,0.22031,0.031706,-0.019706
0.045396,0.295232,0.717031,0.418855
0.985794,0.433783,-0.848278,-0.838076
0.515572,0.266896,0.129271,-0.510455
0.246891,0.1337,-0.869553,0.287488
0.398917,0.146273,0.220521,0.101677
0.890059,0.493233,1.32759,0.113583
0.471519,0.197665,-2.410976,-1.987319
0.566979,0.417166,0.266616,0.015752
0.410712,0.0766,-0.411105,1.018787
0.797314,0.368246,0.894593,1.411222
0.868528,0.250614,0.367402,0.38187
0.426856,0.297902,-1.318268,-1.503244
0.944625,0.39559,0.701934,0.872624
0.952361,0.445823,0.420691,0.252503
0.900511,0.342702,0.711486,0.560532
0.682124,0.211933,3.975374,3.259777
0.468818,0.405509,-0.145773,-0.485425
0.091051,0.20708,1.01337,-0.021535
0.778515,0.499702,0.893881,0.972339
0.806851,0.046738,-0.719554,-0.32615
0.40885,0.204364,-1.056882,-1.268383
0.271778,0.282063,-0.699363,-1.619359
0.222477,0.36437,1.339605,-1.119042
0.398077,0.068635,0.036388,0.786654
0.445151,0.117159,0.847699,2.07355
0.812879,0.363851,0.683016,1.318761
0.940673,0.001694,-0.524977,-0.396168
0.585458,0.216602,0.396119,-0.55696
0.520928,0.475853,0.983969,1.017885
0.467811,0.443427,-1.506298,-1.023471
0.901839,0.248859,0.529302,0.271346
0.470558,0.319844,-1.750634,-1.027947
0.615702,0.408026,-0.719321,-0.139906
0.140505,0.105104,-1.181706,-1.543146
0.540337,0.22118,-1.086596,-1.176053
0.874617,0.329015,0.427718,0.847378
0.597299,0.496193,1.579506,1.836146
0.803571,0.119493,0.709596,0.174343
0.796841,0.141207,0.674427,-0.075919
0.355871,0.057679,1.087764,1.451016
0.453742,0.453925,-1.111419,-1.066581
0.75581,0.154238,-0.909588,-0.647643
0.756374,0.285222,1.256357,1.062585
0.720836,0.102907,0.387477,-0.544689
0.698146,0.226383,2.818668,3.357322
0.639414,0.382696,0.350098,0.163144
0.119402,0.14287,1.336832,0.031578
0.062455,0.016693,-1.503199,-2.493943
0.013321,0.171267,1.794399,0.895417
0.20325,0.050111,-0.743551,-0.848198
0.676616,0.137667,-0.043613,-0.368262
0.628901,0.158816,-0.558266,-0.285806
0.159854,0.287617,-0.666149,-0.733472
0.692729,0.322316,-0.532268,0.60938
0.593729,0.081361,-0.18561,0.827593
0.177462,0.29752,-0.103732,-1.070786
0.330571,0.206012,-1.115075,-1.231761
0.756222,0.065309,0.217081,0.228126
0.01181,0.306493,-0.061287,-0.025707
0.655741,0.164599,0.1186,-0.083351
0.456947,0.140505,-0.582577,0.049494
0.089372,0.391989,-0.30069,-0.358066
0.796445,0.345464,2.640621,2.202509
0.419959,0.103395,1.224973,2.599232
0.199466,0.251362,-0.194034,-0.276495
0.966064,0.490669,-1.518221,-1.117625
0.945251,0.282963,1.30271,0.831968
0.828717,0.396475,-1.187713,-0.380989
0.442435,0.490806,-0.1465,-0.164797
0.278157,0.401526,-1.36487,-1.49452
0.032914,0.340261,-0.927691,-0.544686
0.368551,0.087968,-0.893704,0.746097
0.201419,0.464286,-1.174353,-0.728087
0.78735,0.166766,0.752904,-0.283753
0.704829,0.146059,-0.819785,-0.590812
0.243336,0.44271,1.531091,0.534196
0.267536,0.313161,-0.461286,-1.72778
0.147341,0.335012,-0.465116,-0.610701
0.733989,0.14139,-0.166933,-0.289019
0.105562,0.31075,0.257047,-0.129238
0.514778,0.01384,1.006873,0.819549
0.988296,0.452003,-0.982345,-1.019387
0.828687,0.205814,-0.969225,-1.155956
0.966278,0.218143,1.153021,0.433156
0.341955,0.002228,-0.732171,0.289951
0.108827,0.342245,1.032576,0.464804
0.626184,0.039734,1.034494,0.688331
0.412619,0.074754,-0.868972,0.875029
0.254627,0.224445,-0.093323,-1.000935
0.458412,0.251713,-1.593985,-2.26342
0.831571,0.285466,0.659305,0.655606
0.682033,0.04921,0.03284,-0.212152
0.664454,0.467292,-0.066161,-0.364457
0.149691,0.448829,-0.561408,0.070526
0.029526,0.27602,0.029917,-0.312849
0.431174,0.14696,0.785936,0.990683
0.722744,0.347372,-1.175006,-0.44503
0.849393,0.150393,-0.045473,0.300467
0.205905,0.010422,-1.421679,-1.004206
0.947509,0.351522,0.789256,1.426383
0.629496,0.395529,0.833292,0.267493
0.761059,0.032456,0.115343,0.421851
0.904677,0.477073,0.347495,0.027154
0.581292,0.269627,1.140232,-0.206287
0.251225,0.073457,-0.092862,0.478645
0.047761,0.278416,0.155185,-0.089338
0.42742,0.41735,-0.172567,-0.347519
0.616648,0.200381,0.88818,0.319934
0.539071,0.391653,0.389905,-0.568814
0.033066,0.227695,-0.302505,-0.467965
0.992432,0.388937,-0.230838,-0.25805
0.130068,0.406302,0.35758,1.05424
0.591363,0.497658,1.314603,1.894546
0.699779,0.209644,3.12975,3.157168
0.740978,0.095842,-1.067617,-0.86599
0.196094,0.490257,0.30759,0.094501
0.871427,0.453666,-1.456313,-1.015155
0.820554,0.108125,1.176393,0.684555
0.095781,0.307179,0.255401,-0.075818
0.389242,0.229572,-1.595817,-1.440476
0.40444,0.423178,-0.744218,-0.648194
0.859434,0.343114,1.137641,0.96719
0.727825,0.113939,0.780773,-0.167897
0.293034,0.341436,-1.567649,-1.302232
0.205661,0.360784,-0.628379,-1.703705
0.965988,0.273152,1.618155,0.644836
0.105531,0.237217,1.010616,0.566187
0.440543,0.191257,-2.259881,-1.803252
0.287663,0.301061,-0.983077,-1.766379
0.283085,0.276371,0.206257,-1.683646
0.778164,0.360616,0.962044,1.271029
0.50573,0.045121,0.488095,0.638385
0.015366,0.249805,-0.101284,-0.857106
0.014694,0.310567,-0.486195,-0.143577
0.862119,0.470497,-1.496158,-1.436052
0.060441,0.365042,0.68402,-0.00902
0.89691,0.045563,0.033377,-0.085156
0.18146,0.041871,0.231636,-0.706579
0.380911,0.229221,-0.961006,-1.318427
0.629755,0.046159,0.035765,0.47529
0.551186,0.394888,0.048864,-0.643772
0.388708,0.458427,-0.720431,-0.944146
0.224384,0.12578,0.465834,0.858504
0.36321,0.347631,-1.345398,-1.160784
0.595148,0.298726,-1.316741,-1.589622
0.059388,0.240497,0.542978,-0.467763
0.264042,0.168505,-0.586061,-1.069951
0.414786,0.296178,-0.937023,-1.502698
0.803006,0.120851,0.537973,0.175595
0.909377,0.343435,0.901186,0.945851
0.770611,0.177554,0.489759,-0.217121
0.420203,0.421057,-0.259271,-0.316872
0.722072,0.287755,0.507024,1.150861
0.079347,0.06894,0.581608,-0.417232
0.767254,0.156435,0.268106,-0.516151
0.967086,0.093645,0.142416,0.539722
0.819471,0.446342,0.10729,-0.197562
0.820935,0.490669,-0.888602,-1.085794
0.425086,0.003937,1.227151,1.530942
0.683726,0.210376,3.836281,3.261018
0.481956,0.057816,1.067686,1.49607
0.115084,0.395499,0.245433,0.785428
0.787533,0.117235,-0.446755,-0.790055
0.951461,0.41236,0.303624,0.768387
0.663416,0.097002,0.194891,-0.182752
0.58555,0.30042,-0.340617,-0.967572
0.46424,0.233906,-1.222918,-1.846825
0.53138,0.073838,0.745748,0.99001
0.102693,0.221714,0.751223,0.202985
0.25449,0.397818,-0.326063,-1.498703
0.729732,0.102312,-0.478302,-0.60494
0.434714,0.380758,-0.62356,-0.37873
0.030274,0.497139,0.782901,1.162142
0.257435,0.030106,0.890913,0.501343
0.740963,0.398322,0.176425,0.762566
0.530617,0.407294,0.182834,-0.331581
0.478294,0.15198,-0.790315,-0.333192
0.096727,0.276493,0.267562,-0.231122
0.554223,0.149599,1.340399,1.470368
0.045914,0.43566,-0.822462,-0.42519
0.002502,0.011902,-1.624958,-2.270472
0.87837,0.254398,0.098322,0.240595
0.622553,0.087068,1.364765,1.513836
0.707332,0.184146,0.688468,1.192974
0.715404,0.206653,2.274387,2.588588
0.336538,0.340002,-1.221813,-0.656241
0.59765,0.436774,-0.01357,0.334859
0.983719,0.080491,1.362945,1.704487
0.084154,0.098939,1.275812,0.347813
0.185183,0.386404,0.38595,-0.513997
0.030014,0.001556,-2.330296,-2.904832
0.360372,0.41857,0.142453,0.280455
0.537789,0.341253,0.229273,-0.454042
0.855756,0.275731,0.15195,0.369499
0.130968,0.334905,0.781084,0.089222
0.559808,0.18851,-0.261343,-1.110813
0.555779,0.38436,0.121847,-0.887562
0.248035,0.383108,-0.182122,-1.431632
0.754284,0.21355,0.562809,0.660148
0.781201,0.449287,-1.348768,-1.123261
0.342763,0.046342,0.086523,1.075144
0.158465,0.35465,-0.758059,-0.836138
0.777096,0.02269,0.538398,0.511661
0.691981,0.387304,0.630371,0.89949
0.757931,0.453529,-0.018746,-0.650583
0.304158,0.06659,1.298025,1.405085
0.641489,0.43151,0.691749,-0.109898
0.486595,0.241016,0.295766,-0.905629
0.108949,0.134508,0.725299,0.000835
0.739651,0.209232,0.792464,1.240822
0.273991,0.485206,0.310724,0.079197
0.051316,0.273533,0.448273,-0.097692
0.159014,0.273335,0.024005,-0.339329
0.364218,0.420966,-0.432757,-0.074845
0.961425,0.271687,1.929687,0.877681
0.455039,0.093233,1.388782,1.745746
0.77203,0.061662,0.235334,0.19406
0.759442,0.317403,2.659158,1.713519
0.314885,0.445792,1.143357,0.69324
0.310414,0.159136,-0.981796,-0.981476
0.578912,0.303197,-0.20316,-0.803723
0.783062,0.272694,1.41448,0.501749
0.320531,0.152712,-1.096391,-1.423695
0.771374,0.068727,0.683614,0.043874
0.599924,0.090929,0.731253,1.31236
0.217029,0.067323,-0.32415,-0.41429
0.913283,0.292012,0.20953,0.339738
0.956664,0.027375,-0.178405,0.234739
0.316548,0.166064,-0.478072,-0.931971
0.938125,0.266667,0.092267,0.030561
0.831724,0.010895,1.074435,0.578106
0.177188,0.061433,-0.936659,-1.246963
0.099046,0.128222,-0.223414,-0.063695
0.519936,0.496605,1.652208,1.75671
0.515236,0.376791,-0.580454,-1.141931
0.774945,0.111498,-0.088783,-0.554276
0.32961,0.014298,0.293967,0.552151
0.414038,0.313787,-0.501189,-1.024689
0.682567,0.016968,-0.977299,-0.727841
0.349538,0.386313,-0.221673,0.45335
0.217304,0.47071,-1.801016,-1.079894
0.20444,0.040635,-1.170282,-0.970429
0.386786,0.142901,-1.367302,-0.569305
0.193851,0.289128,0.389852,-0.707857
0.082444,0.202335,-0.589491,-0.349358
0.06424,0.173938,0.173312,-0.240942
0.051514,0.111681,-0.050753,-0.148824
0.390555,0.415885,-1.112173,-0.699764
0.790692,0.382452,-0.122517,0.846174
0.36965,0.302251,-2.206956,-2.280544
0.071092,0.09099,1.411886,0.383032
0.819074,0.250828,0.226642,0.180502
0.953307,0.451575,-0.040192,0.165359
0.440101,0.243763,-1.042149,-1.724238
0.46305,0.474128,-0.202094,0.254144
0.554528,0.452796,-0.565067,0.09501
0.84947,0.206607,0.953553,0.065104
0.74699,0.446204,-0.411794,-0.714402
0.01735,0.212757,0.050165,0.287739
0.459648,0.278126,-0.627388,-1.507355
0.080552,0.415503,-1.368622,-0.873737
0.127321,0.044785,-1.324026,-1.293386
0.096422,0.127916,-0.012792,-0.03708
0.75259,0.287999,1.234915,1.163684
0.350576,0.071107,0.108619,1.152148
0.026032,0.473915,1.468049,1.296416
0.302419,0.150591,-0.945459,-1.034377
0.960128,0.44329,0.225715,-0.001074
0.008392,0.245365,-0.591153,-0.801855
0.714611,0.112932,-0.107273,-0.597517
0.47274,0.456748,0.497003,0.102852
0.471794,0.007187,2.485457,2.713567
0.91519,0.392691,-0.440311,0.164389
0.10045,0.104555,0.90859,0.273928
0.369512,0.17113,-0.999404,-1.142004
0.459739,0.416739,-0.392628,-0.907305
0.723415,0.084077,-0.508007,-0.742783
0.115846,0.328542,0.529756,0.11402
0.621073,0.25597,-0.967972,-1.026089
0.368307,0.425177,-0.603054,-0.403537
0.065385,0.386847,-0.029157,-0.536594
0.988785,0.275822,-1.145808,-1.06121
0.786831,0.256428,-0.061314,0.055283
0.97525,0.317205,0.690779,0.873656
0.956207,0.148852,0.484459,0.259403
0.935683,0.274937,0.510037,0.362613
0.516945,0.260151,0.823697,-0.162174
0.343313,0.374197,0.402955,0.632183
0.529366,0.158358,1.680649,1.278275
0.710674,0.351766,-0.432973,-0.06038
0.653422,0.061616,0.651869,0.157526
0.846632,0.462074,-0.601515,-1.143728
0.811963,0.489708,-0.295022,-0.799469
0.803037,0.427955,0.102152,0.119355
0.954345,0.366674,0.158822,0.809824
0.90724,0.123934,0.695632,0.643211
0.303975,0.134157,-1.617397,-1.067105
0.705837,0.161273,0.010217,0.165702
0.467979,0.025818,-0.220879,1.459676
0.753292,0.136004,0.241977,-0.417665
0.100114,0.167758,0.598683,-0.117107
0.164858,0.057832,-0.7433,-1.00658
0.636271,0.027192,1.707079,1.023211
0.995102,0.228595,-1.087918,-1.131684
0.340215,0.355612,-0.272694,0.069138
0.5785,0.254902,0.643101,-0.381443
0.081483,0.330785,0.430944,0.183335
0.612451,0.462974,0.520542,0.206876
0.483909,0.499641,1.016091,2.095474
0.074876,0.179416,0.176012,-0.220799
0.688579,0.336065,0.621373,0.851856
0.778515,0.011627,0.652067,0.414617
0.482261,0.168994,-1.099851,-1.121278
0.674601,0.229725,1.986536,2.443584
0.056199,0.196811,-0.098195,0.186827
0.927825,0.29102,0.491343,0.388596
0.856626,0.178592,-1.361367,-0.818666
0.024125,0.256275,0.546675,-0.823263
0.052811,0.491142,1.092517,0.626437
0.240986,0.276982,0.118907,-0.859296
0.667247,0.276814,0.549058,0.97581
0.040314,0.455772,-0.065886,0.132344
0.782666,0.351293,1.892584,1.951913
0.244144,0.439582,0.986819,0.419785
0.695811,0.115633,-0.722014,-0.842308
0.553368,0.198337,-1.172627,-1.448315
0.724315,0.497734,-0.256336,-0.84344
0.959762,0.335424,1.739836,1.438155
0.306874,0.498756,-0.23919,-0.942354
0.023987,0.406546,-1.330753,-1.048545
0.330587,0.32015,-0.73728,-1.013061
0.875731,0.172381,-1.295807,-0.619217
0.07013,0.086625,1.11233,0.367425
0.655238,0.427726,0.873493,-0.059132
0.705592,0.203601,2.172526,2.686759
0.147753,0.137896,-0.626182,-1.327366
0.646342,0.123552,0.397224,0.621003
0.727886,0.251041,2.352261,2.455415
0.070039,0.224842,-0.644883,-0.397736
0.636454,0.15967,0.55046,0.052216
0.726894,0.446342,-0.706052,-0.586224
0.643915,0.09247,1.920402,0.830437
0.585763,0.325643,-0.955172,-1.107259
0.151003,0.153017,0.426186,-0.794862
0.134585,0.343313,0.751678,0.141006
0.600656,0.030808,-0.067699,0.438295
0.645945,0.362066,-0.584481,-0.054944
0.191211,0.162692,-0.478726,-0.570642
0.310826,0.21088,-1.192843,-1.41486
0.032883,0.439322,-0.759398,-0.559722
0.776364,0.177035,0.175328,-0.346261
0.745403,0.159243,0.429653,0.0582
0.260014,0.179217,-1.341159,-1.484606
0.052247,0.064698,-0.593581,-0.828307
0.374609,0.03534,-0.917673,0.284743
0.503731,0.442283,0.981448,0.313258
0.925536,0.459113,0.690623,0.705815
0.941711,0.292744,0.048772,0.458897
0.124773,0.119066,-0.078748,-0.713105
0.199863,0.028824,-0.857594,-0.916562
0.182147,0.127733,-1.236251,-1.311126
0.327337,0.265766,-1.668051,-2.233059
0.873487,0.359121,1.828925,1.156501
0.243534,0.035554,0.331542,0.193201
0.266377,0.350744,-1.624581,-2.479684
0.367193,0.003845,0.194723,0.717217
0.314611,0.121492,-0.355879,-0.123703
0.931807,0.111086,-0.93238,-0.233135
0.778592,0.092668,-0.453578,-0.651012
0.175067,0.129946,-1.605056,-1.594569
0.520928,0.486412,1.186527,1.329124
0.663416,0.186496,0.870785,0.973971
0.594629,0.383383,-0.193218,-0.87828
0.152621,0.478294,-0.951015,-0.442262
0.262654,0.304158,-0.845479,-1.733017
0.146502,0.216831,0.099064,-0.208269
0.183963,0.325536,-0.790868,-2.137751
0.742443,0.056352,0.45009,0.24799
0.429633,0.169223,-0.104789,-0.688607
0.781094,0.182223,0.650139,-0.225978
0.377981,0.042847,-0.538961,0.234504
0.133715,0.310536,-0.520319,-0.539972
0.583932,0.077943,0.293144,0.670931
0.006989,0.229404,0.323853,-0.053076
0.216953,0.33576,-1.449791,-2.666739
0.742519,0.156634,0.466231,0.147878
0.042817,0.116213,0.381705,-0.344206
0.854078,0.075303,1.115751,0.428407
0.174197,0.277119,-0.075022,-0.57402
0.261234,0.250034,0.708422,-0.570885
0.899641,0.355917,-0.006659,0.411112
0.872908,0.13164,0.59648,0.39389
0.84445,0.377005,-0.754911,-0.219389
0.597192,0.243473,-0.209025,-1.075629
0.69781,0.335119,0.460633,0.48416
0.029969,0.120516,0.42939,-0.659832
0.074739,0.249531,0.693324,-0.04782
0.06186,0.336065,1.270101,0.705824
0.691234,0.455741,-0.603434,-0.992703
0.23389,0.28632,0.678555,-1.000192
0.761456,0.282399,1.694698,1.090654
0.44535,0.123705,0.961631,1.851844
0.373709,0.445472,-0.97215,-1.105298
0.704936,0.472847,-0.039626,-0.631807
0.582193,0.364874,-0.961036,-1.394491
0.960174,0.180606,0.555492,-0.015594
0.527489,0.247929,0.760205,-0.14295
0.432685,0.22211,-1.466474,-1.307033
0.948501,0.0645,-0.176204,0.345543
0.647532,0.089799,0.822632,0.267467
0.313695,0.059297,0.507864,1.026264
0.720287,0.106706,0.545046,-0.453841
0.391653,0.393149,-0.692496,-0.465599
0.089387,0.326299,-0.324267,0.034327
0.455177,0.01648,-0.452287,1.524101
0.283162,0.406165,-0.767245,-1.155793
0.321401,0.163012,-0.453518,-1.089952
0.897536,0.047852,-0.062472,-0.0767
0.330877,0.05098,-0.141783,0.7794
0.24567,0.262608,0.308188,-0.348948
0.452506,0.093355,1.843902,1.930648
0.816175,0.327321,1.788895,1.504934
0.086488,0.266545,0.608856,0.009077
0.493065,0.04892,0.810287,1.045461
0.475776,0.2486,-1.144393,-1.726517
0.741939,0.325399,0.102786,0.151021
0.05214,0.143832,-1.190724,-0.876161
0.759258,0.036164,0.433703,0.478414
0.961288,0.187335,0.211685,-0.171516
0.071244,0.471901,0.481309,-0.00954
0.160388,0.402564,1.246759,1.184192
0.950149,0.40209,0.391098,0.803401
0.865705,0.200153,0.09071,-0.144802
0.427375,0.374105,-0.318588,-0.195669
0.593515,0.04947,1.024208,0.704678
0.238666,0.368536,-0.212203,-1.506343
0.767025,0.169192,0.9153,-0.244236
0.572091,0.108858,-0.59985,0.661548
0.1205,0.486732,-0.45112,-0.326642
0.092638,0.017792,-0.255964,-1.842665
0.702556,0.019409,-1.039005,-0.904053
0.587152,0.074937,0.561459,0.845562
0.936049,0.318273,0.23573,0.825238
0.692363,0.390631,1.051047,0.886543
0.418509,0.431159,-0.905149,-0.721188
0.515236,0.233982,0.284303,-0.484857
0.765164,0.287648,1.959876,1.094504
0.321096,0.188449,-0.655688,-1.265875
0.190463,0.19118,0.884377,-0.089597
0.80528,0.231693,-0.107649,-0.429547
0.357549,0.0636,1.025915,1.3451
0.118273,0.405219,0.474446,0.739855
0.689158,0.137072,-0.2196,-0.52344
0.686748,0.153872,-0.687523,-0.217931
0.880812,0.286366,0.107059,0.156961
0.550942,0.45243,-0.321093,0.132766
0.426719,0.139879,1.23535,1.790708
0.847089,0.285725,-0.176244,0.539379
0.757794,0.456321,-0.149414,-0.69331
0.690227,0.406043,-0.089325,0.16861
0.19379,0.260594,0.488197,0.133566
0.703014,0.487846,-0.127273,-0.366741
0.09247,0.395178,-0.950736,-0.456057
0.188174,0.425345,-1.336594,-0.908557
0.794202,0.116335,-0.114667,-0.468363
0.036744,0.361059,-0.201049,-0.505979
0.768887,0.114977,0.626226,-0.361917
0.286107,0.319966,0.478566,-0.811627
0.956786,0.062364,-0.321068,0.584369
0.43769,0.102037,1.559224,2.555489
0.827832,0.009934,1.043943,0.571795
0.645182,0.064927,0.039763,0.086193
0.379583,0.051102,-0.050888,0.547836
0.393896,0.21883,-0.900367,-1.2084
0.193729,0.210498,0.225128,-0.054881
0.104585,0.287434,-0.332672,-0.427462
0.320394,0.320394,-0.223908,-0.767959
0.013672,0.174533,1.861204,1.049874
0.549477,0.11191,1.003656,1.496154
0.098177,0.324056,1.192191,0.387092
0.863005,0.066941,0.599659,0.180867
0.025895,0.300984,0.288871,0.035387
0.770596,0.07686,-0.232509,-0.341608
0.790219,0.295232,3.532001,1.566655
0.42118,0.058274,-0.221322,0.735029
0.620081,0.061738,0.882211,0.912073
0.497429,0.265537,0.192727,-0.784715
0.875181,0.339971,0.264648,0.629742
0.969207,0.033616,-0.521114,0.259706
